subcommittee	code	docx	xlsx	row	change	rank	taxon	level	error	message	notes	scAbbrev
NA	1	NA	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	NA	NA	NA	NA	WARNING	XLSX_FILENAME_SPACES	filename contains a space: please replace with _ or -	2023_Imitervirales_correction_move_[ ]Mimivirus_bad.xlsx	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	5	Move	subfamily	Mimivirus bradfordmassiliense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"srcRealm:Vari[d]naviria (replacing with '""')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	6	Move	subfamily	Mimivirus lagoaense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"srcRealm:Vari[d]naviria (replacing with '""')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	5	Move	subfamily	Mimivirus bradfordmassiliense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"srcRealm:Vari[""]naviria (replacing with '')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	6	Move	subfamily	Mimivirus lagoaense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"srcRealm:Vari[""]naviria (replacing with '')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	5	Move	subfamily	Mimivirus bradfordmassiliense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"srcKingdom:Bamfor[d]virae (replacing with '""')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	6	Move	subfamily	Mimivirus lagoaense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"srcKingdom:Bamfor[d]virae (replacing with '""')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	5	Move	subfamily	Mimivirus bradfordmassiliense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"srcKingdom:Bamfor[""]virae (replacing with '')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	6	Move	subfamily	Mimivirus lagoaense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"srcKingdom:Bamfor[""]virae (replacing with '')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	5	Move	subfamily	Mimivirus bradfordmassiliense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"srcFamily:Mimiviri[d]ae (replacing with '""')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	6	Move	subfamily	Mimivirus lagoaense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"srcFamily:Mimiviri[d]ae (replacing with '""')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	5	Move	subfamily	Mimivirus bradfordmassiliense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"srcFamily:Mimiviri[""]ae (replacing with '')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	6	Move	subfamily	Mimivirus lagoaense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"srcFamily:Mimiviri[""]ae (replacing with '')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	5	Move	subfamily	Mimivirus bradfordmassiliense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"srcSpecies:Mimivirus bra[d]for[d]massiliense (replacing with '""')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	5	Move	subfamily	Mimivirus bradfordmassiliense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"srcSpecies:Mimivirus bra[""]for[""]massiliense (replacing with '')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	5	Move	subfamily	Mimivirus bradfordmassiliense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"realm:Vari[d]naviria (replacing with '""')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	6	Move	subfamily	Mimivirus lagoaense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"realm:Vari[d]naviria (replacing with '""')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	5	Move	subfamily	Mimivirus bradfordmassiliense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"realm:Vari[""]naviria (replacing with '')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	6	Move	subfamily	Mimivirus lagoaense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"realm:Vari[""]naviria (replacing with '')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	5	Move	subfamily	Mimivirus bradfordmassiliense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"kingdom:Bamfor[d]virae (replacing with '""')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	6	Move	subfamily	Mimivirus lagoaense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"kingdom:Bamfor[d]virae (replacing with '""')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	5	Move	subfamily	Mimivirus bradfordmassiliense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"kingdom:Bamfor[""]virae (replacing with '')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	6	Move	subfamily	Mimivirus lagoaense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"kingdom:Bamfor[""]virae (replacing with '')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	5	Move	subfamily	Mimivirus bradfordmassiliense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"family:Mimiviri[d]ae (replacing with '""')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	6	Move	subfamily	Mimivirus lagoaense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"family:Mimiviri[d]ae (replacing with '""')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	5	Move	subfamily	Mimivirus bradfordmassiliense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"family:Mimiviri[""]ae (replacing with '')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	6	Move	subfamily	Mimivirus lagoaense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"family:Mimiviri[""]ae (replacing with '')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	5	Move	subfamily	Mimivirus bradfordmassiliense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"species:Mimivirus bra[d]for[d]massiliense (replacing with '""')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	5	Move	subfamily	Mimivirus bradfordmassiliense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"species:Mimivirus bra[""]for[""]massiliense (replacing with '')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	5	Move	subfamily	Mimivirus bradfordmassiliense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"exemplarAccession:HQ[33]6[222] (replacing with '""')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	6	Move	subfamily	Mimivirus lagoaense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"exemplarAccession:KM98[2]40[2] (replacing with '""')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	5	Move	subfamily	Mimivirus bradfordmassiliense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"exemplarAccession:HQ[""]6[""] (replacing with '')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	6	Move	subfamily	Mimivirus lagoaense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"exemplarAccession:KM98[""]40[""] (replacing with '')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	5	Move	subfamily	Mimivirus bradfordmassiliense	INFO	XLSX.CURVY_DOUBLE_QUOTES_REPLACED	XLSX has curvy quotes	"exemplarIsolate:6005[3] (replacing with '""')"	NA
NA	1	MISSING	2023_Imitervirales_correction_move_ Mimivirus_bad.xlsx	5	Move	subfamily	Mimivirus bradfordmassiliense	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"exemplarIsolate:6005[""] (replacing with '')"	NA
