species	exemplar	exemplar_isolate	exemplar_genbank_accession	exemplar_refseq_accession	exemplar_seq_complete	isolate_csv	isolate_genbank_accession_csv	isolate_seq_complete_csv	alternative_name_csv	abbrev_csv	isolate_abbrev	sort	taxnode_id	host	molecule	vmr_uid
Alphalipothrixvirus SBFV2	E	SBFV2 clone B	MK064563	NULL	Complete coding genome	NULL	NULL	NULL	Sulfolobales Beppu filamentous virus 2	SBFV2	NULL	1	202208644	archaea	dsDNA	1
Alphalipothrixvirus SFV1	E	SFV1 isolate S48	MH447526	NULL	Complete genome	NULL	NULL	NULL	Sulfolobus filamentous virus 1	SFV1	NULL	1	202208643	archaea	dsDNA	2
Acidianus filamentous virus 3	E		AM087120	NULL	Complete genome	NULL	NULL	NULL	Acidianus filamentous virus 3	AFV3	NULL	1	202201532	archaea	dsDNA	3
Acidianus filamentous virus 6	E		AM087121	NULL	Complete genome	NULL	NULL	NULL	Acidianus filamentous virus 6	AFV6	NULL	1	202201533	archaea	dsDNA	4
Acidianus filamentous virus 7	E		AM087122	NULL	Complete genome	NULL	NULL	NULL	Acidianus filamentous virus 7	AFV7	NULL	1	202201534	archaea	dsDNA	5
Acidianus filamentous virus 8	E		AM087123	NULL	Complete genome	NULL	NULL	NULL	Acidianus filamentous virus 8	AFV8	NULL	1	202201535	archaea	dsDNA	6
Acidianus filamentous virus 9	E		EU545650	NULL	Complete genome	NULL	NULL	NULL	Acidianus filamentous virus 9	AFV9	NULL	1	202201536	archaea	dsDNA	7
Sulfolobus islandicus filamentous virus	E		AF440571	NULL	Complete genome	NULL	NULL	NULL	Sulfolobus islandicus filamentous virus	SIFV	NULL	1	202201537	archaea	dsDNA	8
Acidianus filamentous virus 2	E		AJ854042	NULL	Complete genome	NULL	NULL	NULL	Acidianus filamentous virus 2	AFV2	NULL	1	202201539	archaea	dsDNA	9
Deltalipothrixvirus SBFV3	E	SBFV3 clone C	MK064564	NULL	Complete coding genome	NULL	NULL	NULL	Sulfolobales Beppu filamentous virus 3	SBFV3	NULL	1	202208645	archaea	dsDNA	10
Azorudivirus SRV	E		FM164764	NULL	Complete coding genome	NULL	NULL	NULL	Stygiolobus rod-shaped virus	SRV	NULL	1	202211720	archaea	dsDNA	11
Hoswirudivirus ARV2	E		KP282675	NULL	Complete coding genome	NULL	NULL	NULL	Acidianus rod-shaped virus 2	ARV2	NULL	1	202211716	archaea	dsDNA	12
Hoswirudivirus ARV3	E		MN876842	NULL	Complete coding genome	NULL	NULL	NULL	Acidianus rod-shaped virus 3	ARV3	NULL	1	202211717	archaea	dsDNA	13
Hoswirudivirus MRV1	E		MN876843	NULL	Complete coding genome	NULL	NULL	NULL	Metallosphaera rod-shaped virus 1	MRV1	NULL	1	202211718	archaea	dsDNA	14
Hoswirudivirus SSRV1	E		MN876841	NULL	Complete coding genome	NULL	NULL	NULL	Saccharolobus solfataricus rod-shaped virus 1	SSRV1	NULL	1	202211719	archaea	dsDNA	15
Icerudivirus SIRV1	E		AJ414696	NULL	Complete genome	NULL	NULL	NULL	Sulfolobus islandicus rod-shaped virus 1	SIRV1	NULL	1	202201546	archaea	dsDNA	16
Icerudivirus SIRV2	E		AJ344259	NULL	Complete genome	NULL	NULL	NULL	Sulfolobus islandicus rod-shaped virus 2	SIRV2	NULL	1	202201547	archaea	dsDNA	17
Icerudivirus SIRV3	E		KX712143	NULL	Complete coding genome	NULL	NULL	NULL	Sulfolobus islandicus rod-shaped virus 3	SIRV3	NULL	1	202211709	archaea	dsDNA	18
Itarudivirus ARV1	E		AJ875026	NULL	Complete coding genome	NULL	NULL	NULL	Acidianus rod-shaped virus 1	ARV1	NULL	1	202201545	archaea	dsDNA	19
Japarudivirus SBRV1	E		MK064565	NULL	Complete coding genome	NULL	NULL	NULL	Sulfolobales Beppu rod-shaped virus 1	SBRV1	NULL	1	202211721	archaea	dsDNA	20
Mexirudivirus SMRV1	E		JX944686	NULL	Complete coding genome	NULL	NULL	NULL	Sulfolobales Mexican rod-shaped virus 1	SMRV1	NULL	1	202211722	archaea	dsDNA	21
Usarudivirus SIRV4	E		KY744231	NULL	Complete coding genome	NULL	NULL	NULL	Sulfolobus islandicus rod-shaped virus 4	SIRV4	NULL	1	202211710	archaea	dsDNA	22
Usarudivirus SIRV5	E		KY744233	NULL	Complete coding genome	NULL	NULL	NULL	Sulfolobus islandicus rod-shaped virus 5	SIRV5	NULL	1	202211711	archaea	dsDNA	23
Usarudivirus SIRV8	E		KY744229	NULL	Complete coding genome	NULL	NULL	NULL	Sulfolobus islandicus rod-shaped virus 8	SIRV8	NULL	1	202211712	archaea	dsDNA	24
Usarudivirus SIRV9	E		KY744228	NULL	Complete coding genome	NULL	NULL	NULL	Sulfolobus islandicus rod-shaped virus 9	SIRV9	NULL	1	202211713	archaea	dsDNA	25
Usarudivirus SIRV10	E		KY744230	NULL	Complete coding genome	NULL	NULL	NULL	Sulfolobus islandicus rod-shaped virus 10	SIRV10	NULL	1	202211714	archaea	dsDNA	26
Usarudivirus SIRV11	E		KY744234	NULL	Complete coding genome	NULL	NULL	NULL	Sulfolobus islandicus rod-shaped virus 11	SIRV11	NULL	1	202211715	archaea	dsDNA	27
Captovirus AFV1	E		AJ567472	NULL	Complete genome	NULL	NULL	NULL	Acidianus filamentous virus 1	AFV1	NULL	1	202201541	archaea	dsDNA	28
Yumkaaxvirus pescaderoense	E		OP413840	NULL	Complete genome	NULL	NULL	NULL	Methanophagales virus PBV300	PBV300	NULL	1	202214297	archaea	dsDNA	29
Alphatristromavirus PFV1	E		KU307456	NULL	Complete genome	NULL	NULL	NULL	Pyrobaculum filamentous virus 1	PFV1	NULL	1	202205323	archaea	dsDNA	30
Alphatristromavirus PFV2	E		MN876844	NULL	Complete genome	NULL	NULL	NULL	Pyrobaculum filamentous virus 2	PFV2	NULL	1	202212054	archaea	dsDNA	31
Betatristromavirus TTV1	E	KRA1	X14855	NULL	Partial genome	NULL	NULL	NULL	Thermoproteus tenax virus 1	TTV1	NULL	1	202205324	archaea	dsDNA	32
Batravirus ranidallo1	E	McKinnell	DQ665917	NULL	Complete genome	NULL	NULL	NULL	Lucké tumor herpesvirus; ranid herpesvirus 1	LTHV; RaHV1	NULL	1	202201396	vertebrates	dsDNA	33
Batravirus ranidallo2	E	Rafferty	DQ665652	NULL	Complete genome	NULL	NULL	NULL	frog virus 4; ranid herpesvirus 2	FV4; RaHV2	NULL	1	202201397	vertebrates	dsDNA	34
Batravirus ranidallo3	E	FO1_2015	KX832224	NULL	Complete genome	NULL	NULL	NULL	ranid herpesvirus 3	RaHV3	NULL	1	202205570	vertebrates	dsDNA	35
Cyvirus anguillidallo1	E	500138	FJ940765	NULL	Complete genome	NULL	NULL	NULL	Japanese eel herpesvirus; anguillid herpesvirus 1	AngHV1	NULL	1	202201399	vertebrates	dsDNA	36
Cyvirus cyprinidallo1	E	NG-J1	JQ815363	NULL	Complete genome	NULL	NULL	NULL	carp pox herpesvirus; cyprinid herpesvirus 1	CyHV1	NULL	1	202201400	vertebrates	dsDNA	37
Cyvirus cyprinidallo2	E	ST-J1	JQ815364	NULL	Complete genome	NULL	NULL	NULL	goldfish hematopoietic necrosis virus; cyprinid herpesvirus 2	CyHV2	NULL	1	202201401	vertebrates	dsDNA	38
Cyvirus cyprinidallo3	E	KHV-U	DQ657948	NULL	Complete genome	NULL	NULL	NULL	koi herpesvirus; cyprinid herpesvirus 3	KHV; CyHV3	NULL	1	202201402	vertebrates	dsDNA	39
Ictavirus acipenseridallo2	E	SRWSHV	FJ815289	NULL	Partial genome	NULL	NULL	NULL	white sturgeon herpesvirus 2; acipenserid herpesvirus 2	AciHV2	NULL	1	202201404	vertebrates	dsDNA	40
Ictavirus ictaluridallo1	E	Auburn 1	M75136	NULL	Complete genome	NULL	NULL	NULL	channel catfish virus; ictalurid herpesvirus 1	CCV; IcHV1	NULL	1	202201405	vertebrates	dsDNA	41
Ictavirus ictaluridallo2	E	760/94	MG271984	NULL	Complete genome	NULL	NULL	NULL	black bullhead herpesvirus; ictalurid herpesvirus 2	IcHV2	NULL	1	202201406	vertebrates	dsDNA	42
Salmovirus salmonidallo1	E	Winthrop	AF023673	NULL	Partial genome	NULL	NULL	NULL	herpesvirus salmonis; salmonid herpesvirus 1	SalHV1	NULL	1	202201408	vertebrates	dsDNA	43
Salmovirus salmonidallo2	E	NeVTA	EU349274	NULL	Partial genome	NULL	NULL	NULL	Oncorhyncus masou herpesvirus; salmonid herpesvirus 2	SalHV2	NULL	1	202201409	vertebrates	dsDNA	44
Salmovirus salmonidallo3	E	Wisconsin epidemic	EU349277	NULL	Partial genome	NULL	NULL	NULL	epizootic epitheliotropic disease virus; salmonid herpesvirus 3	SalHV3	NULL	1	202201410	vertebrates	dsDNA	45
Aurivirus haliotidmalaco1	E	Victoria/AUS/2009	JX453331	NULL	Complete genome	NULL	NULL	NULL	abalone herpesvirus; haliotid herpesvirus 1	AbHV1; HaHV1	NULL	1	202201525	vertebrates	dsDNA	46
Ostreavirus ostreidmalaco1	E		AY509253	NULL	Complete genome	NULL	NULL	NULL	oyster herpesvirus; ostreid herpesvirus 1	OHV; OsHV1	NULL	1	202201527	vertebrates	dsDNA	47
Iltovirus cacatuidalpha2	E	CaHV2/Melbourne/2015	MK360902	NULL	Complete genome	NULL	NULL	NULL	cacatuid alphaherpesvirus 2	CcAHV2	NULL	1	202214013	vertebrates	dsDNA	48
Iltovirus gallidalpha1	E	SA2	JN596962	NULL	Complete genome	NULL	NULL	NULL	gallid alphaherpesvirus 1; infectious laryngotracheitis virus	GaAHV1; ILTV	NULL	1	202201414	vertebrates	dsDNA	49
Iltovirus psittacidalpha1	E	97-0001	AY372243	NULL	Complete genome	NULL	NULL	NULL	psittacid alphaherpesvirus 1; Pacheco's disease virus	PsAHV1; PDV	NULL	1	202201415	vertebrates	dsDNA	50
Iltovirus psittacidalpha5	E	16-4047	MK955929	NULL	Complete genome	NULL	NULL	NULL	psittacid alphaherpesvirus 5	PsAHV5	NULL	1	202214014	vertebrates	dsDNA	51
Mardivirus anatidalpha1	E	2085	JF999965	NULL	Complete genome	NULL	NULL	NULL	anatid alphaherpesvirus 1; duck enteritis virus	AnAHV1; DEV	NULL	1	202201417	vertebrates	dsDNA	52
Mardivirus columbidalpha1	E	HLJ	KX589235	NULL	Complete genome	NULL	NULL	NULL	columbid alphaherpesvirus 1; pigeon herpesvirus	CoAHV1; PHV	NULL	1	202201418	vertebrates	dsDNA	53
Mardivirus gallidalpha2	E	Md5	AF243438	NULL	Complete genome	NULL	NULL	NULL	gallid alphaherpesvirus 2; Marek's disease virus	GaAHV2; MDV	NULL	1	202201419	vertebrates	dsDNA	54
Mardivirus gallidalpha3	E	SB-1	HQ840738	NULL	Complete genome	NULL	NULL	NULL	gallid alphaherpesvirus 3; gallid herpesvirus 3	GaAHV3	NULL	1	202201420	vertebrates	dsDNA	55
Mardivirus meleagridalpha1	E	FC-126 (Burmenester)	AF291866	NULL	Complete genome	NULL	NULL	NULL	meleagrid alphaherpesvirus 1; turkey herpesvirus	MeAHV1; HVT	NULL	1	202201421	vertebrates	dsDNA	56
Mardivirus spheniscidalpha1	E	lib01004	LT608135	NULL	Complete genome	NULL	NULL	NULL	spheniscid alphaherpesvirus 1	SpAHV1	NULL	1	202206397	vertebrates	dsDNA	57
Scutavirus chelonidalpha5	E	CH-651-60O9	HQ878327	NULL	Partial genome	NULL	NULL	NULL	chelonid alphaherpesvirus 5; fibropapilloma-associated turtle herpesvirus	ChAHV5; FPTHV	NULL	1	202201423	vertebrates	dsDNA	58
Scutavirus testudinidalpha3	E	1976	KM924292	NULL	Complete genome	NULL	NULL	NULL	testudinid alphaherpesvirus 3; testudinid herpesvirus 3	TeAHV3; TeHV3	NULL	1	202206398	vertebrates	dsDNA	59
Simplexvirus atelinealpha1	E	Lennette	KY385637	NULL	Complete genome	NULL	NULL	NULL	ateline alphaherpesvirus 1; herpesvirus ateles 1	AtAHV1; HVA1	NULL	1	202201425	vertebrates	dsDNA	60
Simplexvirus bovinealpha2	E	C1Z FZR	MT862163	NULL	Complete genome	NULL	NULL	NULL	bovine alphaherpesvirus 2; bovine mammillitis virus	BoAHV2; BMV	NULL	1	202201426	vertebrates	dsDNA	61
Simplexvirus cercopithecinealpha2	E	B264	AY714813	NULL	Complete genome	NULL	NULL	NULL	cercopithecine alphaherpesvirus 2; simian agent 8	CeAHV2; SA8	NULL	1	202201427	vertebrates	dsDNA	62
Simplexvirus humanalpha1	E	17	JN555585	NULL	Complete genome	NULL	NULL	NULL	human alphaherpesvirus 1; herpes simplex virus type 1	HuAHV1; HSV1	NULL	1	202201428	vertebrates	dsDNA	63
Simplexvirus humanalpha2	E	HG52	JN561323	NULL	Complete genome	NULL	NULL	NULL	human alphaherpesvirus 2; herpes simplex virus type 2	HuAHV2; HSV2	NULL	1	202201429	vertebrates	dsDNA	64
Simplexvirus leporidalpha4	E	LHV4012612	JQ596859	NULL	Complete genome	NULL	NULL	NULL	leporid alphaherpesvirus 4; leporid herpesvirus 4	LeAHV4; LHV4	NULL	1	202201430	vertebrates	dsDNA	65
Simplexvirus macacinealpha1	E	E2490	AF533768	NULL	Complete genome	NULL	NULL	NULL	macacine alphaherpesvirus 1; B-virus	McAHV1; BV	NULL	1	202201431	vertebrates	dsDNA	66
Simplexvirus macacinealpha2	E	8100812	KY628968	NULL	Complete genome	NULL	NULL	NULL	macacine alphaherpesvirus 2; lion-tailed macaque herpesvirus 1	McAHV2	NULL	1	202208779	vertebrates	dsDNA	67
Simplexvirus macacinealpha3	E	KQ	KY628970	NULL	Complete genome	NULL	NULL	NULL	macacine alphaherpesvirus 3; pig-tailed macaque herpesvirus 1	McAHV3	NULL	1	202208780	vertebrates	dsDNA	68
Simplexvirus macropodidalpha1	E	MaHV1.3076/08	KT594769	NULL	Complete genome	NULL	NULL	NULL	macropodid alphaherpesvirus 1; Parma wallaby herpesvirus	MaAHV1	NULL	1	202201432	vertebrates	dsDNA	69
Simplexvirus macropodidalpha2	E	V3077/08	MT900475	NULL	Complete genome	NULL	NULL	NULL	macropodid alphaherpesvirus 2; Dorcopsis wallaby herpesvirus	MaAHV2	NULL	1	202201433	vertebrates	dsDNA	70
Simplexvirus macropodidalpha4	E	V3116/09	MT900474	NULL	Complete genome	NULL	NULL	NULL	macropodid alphaherpesvirus 4	MaAHV4	NULL	1	202214015	vertebrates	dsDNA	71
Simplexvirus paninealpha3	E	105640	JQ360576	NULL	Complete genome	NULL	NULL	NULL	panine alphaherpesvirus 3; chimpanzee herpesvirus	PnAHV3; ChHV	NULL	1	202201434	vertebrates	dsDNA	72
Simplexvirus papiinealpha2	E	X313	DQ149153	NULL	Complete genome	NULL	NULL	NULL	papiine alphaherpesvirus 2; herpesvirus papio 2	PaAHV2; HPV2	NULL	1	202201435	vertebrates	dsDNA	73
Simplexvirus pteropodidalpha1	E		AB825953	NULL	Complete genome	NULL	NULL	NULL	pteropodid alphaherpesvirus 1; fruit bat alphaherpesvirus 1	PtHAV1; FBAHV1	NULL	1	202206395	vertebrates	dsDNA	74
Simplexvirus pteropodidalpha2	E		LC492974	NULL	Complete genome	NULL	NULL	NULL	pteropodid alphaherpesvirus 2; Pteropus lylei-associated alphaherpesvirus	PtAHV2; PLAHV	NULL	1	202214016	vertebrates	dsDNA	75
Simplexvirus saimiriinealpha1	E	MV 5-4	HM625781	NULL	Complete genome	NULL	NULL	NULL	saimiriine alphaherpesvirus 1; herpesvirus saimiri 1	SaAHV1; HVS1	NULL	1	202201436	vertebrates	dsDNA	76
Varicellovirus bovinealpha1	E	Cooper/NVSL challenge 97-11	JX898220	NULL	Complete genome	NULL	NULL	NULL	bovine alphaherpesvirus 1; infectious bovine rhinotracheitis virus	BoAHV1; IBRV	NULL	1	202201440	vertebrates	dsDNA	77
Varicellovirus bovinealpha5	E	SV507/99	AY261359	NULL	Complete genome	NULL	NULL	NULL	bovine alphaherpesvirus 5; bovine encephalitis herpesvirus	BoAHV5	NULL	1	202201441	vertebrates	dsDNA	78
Varicellovirus bubalinealpha1	E	b6	KU936049	NULL	Complete genome	NULL	NULL	NULL	bubaline alphaherpesvirus 1; water buffalo herpesvirus	BuAHV1	NULL	1	202201442	vertebrates	dsDNA	79
Varicellovirus canidalpha1	E	194	KT819633	NULL	Complete genome	NULL	NULL	NULL	canid alphaherpesvirus 1; canine herpesvirus	CaAHV1; CHV	NULL	1	202201443	vertebrates	dsDNA	80
Varicellovirus caprinealpha1	E	E/CH	MG989243	NULL	Complete genome	NULL	NULL	NULL	caprine alphaherpesvirus 1; goat herpesvirus	CpAHV1	NULL	1	202201444	vertebrates	dsDNA	81
Varicellovirus cercopithecinealpha9	E	Delta	AF275348	NULL	Complete genome	NULL	NULL	NULL	cercopithecine alphaherpesvirus 9; simian varicella virus	CeAHV9; SVV	NULL	1	202201445	vertebrates	dsDNA	82
Varicellovirus cervidalpha1	E	Anlier	MH036942	NULL	Complete genome	NULL	NULL	NULL	cervid alphaherpesvirus 1; red deer herpesvirus	CvAHV1	NULL	1	202201446	vertebrates	dsDNA	83
Varicellovirus cervidalpha2	E	Norway	MH036943	NULL	Complete genome	NULL	NULL	NULL	cervid alphaherpesvirus 2; reindeer herpesvirus	CvAHV2	NULL	1	202201447	vertebrates	dsDNA	84
Varicellovirus cervidalpha3	E	Canada	MH036941	NULL	Partial genome	NULL	NULL	NULL	cervid alphaherpesvirus 3; elk herpesvirus	CvAHV3	NULL	1	202209143	vertebrates	dsDNA	85
Varicellovirus equidalpha1	E	Ab4	AY665713	NULL	Complete genome	NULL	NULL	NULL	equid alphaherpesvirus 1; equine abortion virus	EqAHV1; EAV	NULL	1	202201448	vertebrates	dsDNA	86
Varicellovirus equidalpha3	E	AR/2007/C3A	KM051845	NULL	Complete genome	NULL	NULL	NULL	equid alphaherpesvirus 3; equine coital exanthema virus	EqAHV3	NULL	1	202201449	vertebrates	dsDNA	87
Varicellovirus equidalpha4	E	NS80567	AF030027	NULL	Complete genome	NULL	NULL	NULL	equid alphaherpesvirus 4; equine rhinopneumonitis virus	EqAHV4	NULL	1	202201450	vertebrates	dsDNA	88
Varicellovirus equidalpha6	E	AsHV/Bari/2011/740	MT012704	NULL	Complete genome	NULL	NULL	NULL	equid alphaherpesvirus 6; asinine herpesvirus 1	EqAHV6; AsHV1	NULL	1	202214017	vertebrates	dsDNA	89
Varicellovirus equidalpha8	E	EHV-8/IR/2003/19	MF431611	NULL	Complete genome	NULL	NULL	NULL	equid alphaherpesvirus 8; asinine herpesvirus 3	EqAHV8	NULL	1	202201451	vertebrates	dsDNA	90
Varicellovirus equidalpha9	E	P19	AP010838	NULL	Complete genome	NULL	NULL	NULL	equid alphaherpesvirus 9; gazelle herpesvirus	EqAHV9	NULL	1	202201452	vertebrates	dsDNA	91
Varicellovirus felidalpha1	E	C-27	FJ478159	NULL	Complete genome	NULL	NULL	NULL	felid alphaherpesvirus 1; feline viral rhinotracheitis virus	FeAHV1; FVRV	NULL	1	202201453	vertebrates	dsDNA	92
Varicellovirus humanalpha3	E	Dumas	X04370	NULL	Complete genome	NULL	NULL	NULL	human alphaherpesvirus 3; varicella-zoster virus	HuAHV3; VZV	NULL	1	202201454	vertebrates	dsDNA	93
Varicellovirus monodontidalpha1	E	LN3131-1	MF678601	NULL	Complete genome	NULL	NULL	NULL	monodontid alphaherpesvirus 1; beluga whale alphaherpesvirus 1	MoAHV1	NULL	1	202206396	vertebrates	dsDNA	94
Varicellovirus phocidalpha1	E		MH509440	NULL	Partial genome	NULL	NULL	NULL	phocid alphaherpesvirus 1; harbour seal herpesvirus	PcAHV1	NULL	1	202201455	vertebrates	dsDNA	95
Varicellovirus suidalpha1	E	Kaplan	JF797218	NULL	Complete genome	NULL	NULL	NULL	suid alphaherpesvirus 1; pseudorabies virus	SuAHV1; PRV	NULL	1	202201456	vertebrates	dsDNA	96
Cytomegalovirus aotinebeta1	E	S34E	FJ483970	NULL	Complete genome	NULL	NULL	NULL	aotine betaherpesvirus 1; owl monkey cytomegalovirus	AoBHV1; OMCMV	NULL	1	202201459	vertebrates	dsDNA	97
Cytomegalovirus cebinebeta1	E	5567	JQ264772	NULL	Partial genome	NULL	NULL	NULL	cebine betaherpesvirus 1; capuchin monkey cytomegalovirus	CbBHV1; CMCMV	NULL	1	202201460	vertebrates	dsDNA	98
Cytomegalovirus cercopithecinebeta5	E	2715	FJ483968	NULL	Complete genome	NULL	NULL	NULL	cercopithecine betaherpesvirus 5; simian cytomegalovirus	CeBHV5; SCMV	NULL	1	202201461	vertebrates	dsDNA	99
Cytomegalovirus humanbeta5	E	Merlin	AY446894	NULL	Complete genome	NULL	NULL	NULL	human betaherpesvirus 5; human cytomegalovirus	HuBHV5; HCMV	NULL	1	202201462	vertebrates	dsDNA	100
Cytomegalovirus macacinebeta3	E	68-1	AY186194	NULL	Complete genome	NULL	NULL	NULL	macacine betaherpesvirus 3; rhesus cytomegalovirus	McBHV3; RhCMV	NULL	1	202201463	vertebrates	dsDNA	101
Cytomegalovirus macacinebeta8	E	Ottawa	JN227533	NULL	Complete genome	NULL	NULL	NULL	macacine betaherpesvirus 8; cynomolgus macaque cytomegalovirus	McBHV8	NULL	1	202206399	vertebrates	dsDNA	102
Cytomegalovirus mandrillinebeta1	E	OCOM6-2	KR297253	NULL	Complete genome	NULL	NULL	NULL	mandrilline betaherpesvirus 1; drill monkey cytomegalovirus	MdBHV1	NULL	1	202206400	vertebrates	dsDNA	103
Cytomegalovirus paninebeta2	E	Heberling	AF480884	NULL	Complete genome	NULL	NULL	NULL	panine betaherpesvirus 2; chimpanzee cytomegalovirus	PnBHV2; CCMV	NULL	1	202201464	vertebrates	dsDNA	104
Cytomegalovirus papiinebeta3	E	OCOM4-37	AC090446	NULL	Partial genome	NULL	NULL	NULL	papiine betaherpesvirus 3; olive baboon cytomegalovirus	PaBHV3; BCMV	NULL	1	202201465	vertebrates	dsDNA	105
Cytomegalovirus papiinebeta4	E	OCOM4-52	KR351281	NULL	Complete genome	NULL	NULL	NULL	papiine betaherpesvirus 4; chacma baboon cytomegalovirus	PaBHV4	NULL	1	202206401	vertebrates	dsDNA	106
Cytomegalovirus saimiriinebeta4	E	SqSHV	FJ483967	NULL	Complete genome	NULL	NULL	NULL	saimiriine betaherpesvirus 4; squirrel monkey cytomegalovirus	SaBHV4; SMCMV	NULL	1	202201466	vertebrates	dsDNA	107
Muromegalovirus muridbeta1	E	Smith	GU305914	NULL	Complete genome	NULL	NULL	NULL	murid betaherpesvirus 1; murine cytomegalovirus	MuBHV1; MCMV	NULL	1	202201468	vertebrates	dsDNA	108
Muromegalovirus muridbeta2	E	Maastricht	AF232689	NULL	Complete genome	NULL	NULL	NULL	murid betaherpesvirus 2; rat cytomegalovirus strain Maastricht	MuBHV2; RCMV	NULL	1	202201469	vertebrates	dsDNA	109
Muromegalovirus muridbeta8	E	England	JX867617	NULL	Complete genome	NULL	NULL	NULL	murid betaherpesvirus 8; rat cytomegalovirus strain England	MuBHV8; RCMVE	NULL	1	202201470	vertebrates	dsDNA	110
Proboscivirus elephantidbeta1	E	Raman	KC462165	NULL	Complete genome	NULL	NULL	NULL	elephantid betaherpesvirus 1; elephantid endotheliotropic herpesvirus 1	ElBHV1; EEHV1	NULL	1	202201472	vertebrates	dsDNA	111
Proboscivirus elephantidbeta3	E	Nyah NAP97	MN373268	NULL	Complete genome	NULL	NULL	NULL	elephantid betaherpesvirus 3; elephant endotheliotropic herpesvirus 3A	ElBHV3; EEHV3A	NULL	1	202214018	vertebrates	dsDNA	112
Proboscivirus elephantidbeta4	E	NAP69	KT832477	NULL	Complete genome	NULL	NULL	NULL	elephantid betaherpesvirus 4; elephantid endotheliotropic herpesvirus 4	ElBHV4; EEHV4	NULL	1	202206404	vertebrates	dsDNA	113
Proboscivirus elephantidbeta5	E	Vijay	KF921519	NULL	Complete genome	NULL	NULL	NULL	elephantid betaherpesvirus 5; elephantid endotheliotropic herpesvirus 5	ElBHV5; EEHV5	NULL	1	202206405	vertebrates	dsDNA	114
Quwivirus caviidbeta2	E	21222	KC503762	NULL	Complete genome	NULL	NULL	NULL	caviid betaherpesvirus 2; guinea pig cytomegalovirus	CdBHV2; GPCMV	NULL	1	202201478	vertebrates	dsDNA	115
Quwivirus miniopteridbeta1	E	B7D8	JQ805139	NULL	Complete genome	NULL	NULL	NULL	miniopterid betaherpesvirus 1; Miniopterus schreibersii herpesvirus	MnBHV1; MsHV	NULL	1	202209145	vertebrates	dsDNA	116
Quwivirus tupaiidbeta1	E	2	AF281817	NULL	Complete genome	NULL	NULL	NULL	tupaiid betaherpesvirus 1; tupaia herpesvirus	TuBHV1; THV	NULL	1	202201480	vertebrates	dsDNA	117
Roseolovirus humanbeta7	E	RK	AF037218	NULL	Complete genome	NULL	NULL	NULL	human betaherpesvirus 7; human herpesvirus 7	HuBHV7; HHV7	NULL	1	202201474	vertebrates	dsDNA	118
Roseolovirus humanbeta6a	E	U1102	X83413	NULL	Complete genome	NULL	NULL	NULL	human betaherpesvirus 6A; human herpesvirus 6A	HuBHV6A; HHV6A	NULL	1	202201475	vertebrates	dsDNA	119
Roseolovirus humanbeta6b	E	Z29	AF157706	NULL	Complete genome	NULL	NULL	NULL	human betaherpesvirus 6B; human herpesvirus 6B	HuBHV6B; HHV6B	NULL	1	202201476	vertebrates	dsDNA	120
Roseolovirus macacinebeta9	E		KU351741	NULL	Complete genome	NULL	NULL	NULL	macacine betaherpesvirus 9; Macaca nemestrina herpesvirus 7	McBHV9; MneHV7	NULL	1	202206402	vertebrates	dsDNA	121
Roseolovirus muridbeta3	E	YOK1	KY355735	NULL	Complete genome	NULL	NULL	NULL	murid betaherpesvirus 3; mouse thymic virus	MuBHV3; MTV	NULL	1	202206403	vertebrates	dsDNA	122
Roseolovirus suidbeta2	E	BJ09	KF017583	NULL	Complete genome	NULL	NULL	NULL	suid betaherpesvirus 2; porcine cytomegalovirus	SuBHV2; PCMV	NULL	1	202201479	vertebrates	dsDNA	123
Bossavirus delphinidgamma1	E	Sarasota	KY965444	NULL	Complete genome	NULL	NULL	NULL	delphinid gammaherpesvirus 1; common bottlenose dolphin gammaherpesvirus 1	DeGHV1	NULL	1	202209147	vertebrates	dsDNA	124
Lymphocryptovirus callitrichinegamma3	E	CJ0149	AF319782	NULL	Complete genome	NULL	NULL	NULL	callitrichine gammaherpesvirus 3; marmoset lymphosarcoma virus	ClGHV3	NULL	1	202201483	vertebrates	dsDNA	125
Lymphocryptovirus gorillinegamma1	E	Machi	AJ581752	NULL	Partial genome	NULL	NULL	NULL	gorilline gammaherpesvirus 1; herpesvirus gorilla	GoGHV1	NULL	1	202201485	vertebrates	dsDNA	126
Lymphocryptovirus humangamma4	E	B95-8	AJ507799	NULL	Complete genome	NULL	NULL	NULL	human gammaherpesvirus 4; Epstein-Barr virus	HuGHV4; EBV	NULL	1	202201486	vertebrates	dsDNA	127
Lymphocryptovirus macacinegamma4	E	LCL8664	AY037858	NULL	Complete genome	NULL	NULL	NULL	macacine gammaherpesvirus 4; rhesus lymphocryptovirus	McGHV4; RLV	NULL	1	202201487	vertebrates	dsDNA	128
Lymphocryptovirus macacinegamma10	E	pfe-lcl-E3	KP676001	NULL	Complete genome	NULL	NULL	NULL	macacine gammaherpesvirus 10; cynomolgus macaque lymphocryptovirus	McGHV10	NULL	1	202206406	vertebrates	dsDNA	129
Lymphocryptovirus macacinegamma13	E	HVMA	MG471437	NULL	Complete genome	NULL	NULL	NULL	macacine gammaherpesvirus 13; Macaca arctoides gammaherpesvirus 1	McGHV13; MarcGHV1	NULL	1	202214019	vertebrates	dsDNA	130
